relseconds,latitude,longitude,altitude,groundspeed
237.529,0,0,2676.497802734375,0
237.804,0,0,2673.486083984375,0
238.106,0,0,2671.952880859375,0
238.414,0,0,2670.51123046875,0
238.716,0,0,2670.51123046875,0
239.017,0,0,2667.789306640625,0
239.319,0,0,2667.789306640625,0
239.62,0,0,2667.789306640625,0
239.921,0,0,2667.789306640625,0
240.222,0,0,2667.789306640625,0
240.529,0,0,2667.789306640625,0
240.831,0,0,2667.789306640625,0
241.141,0,0,2667.789306640625,0
241.451,0,0,2667.789306640625,0
241.761,0,0,2667.789306640625,0
242.071,0,0,2667.789306640625,0
242.372,0,0,2667.789306640625,0
242.679,0,0,2651.263427734375,0
242.981,0,0,2651.263427734375,0
243.282,0,0,2647.942626953125,0
243.584,0,0,2646.27685546875,0
243.886,0,0,2644.212890625,0
244.188,0,0,2642.99560546875,0
244.49,0,0,2642.99560546875,0
244.797,0,0,2642.99560546875,0
245.099,0,0,2642.99560546875,0
245.4,0,0,2642.99560546875,0
245.701,0,0,2642.99560546875,0
246.002,0,0,2642.99560546875,0
246.308,0,0,2642.99560546875,0
246.583,0,0,2628.333984375,0
246.891,0,0,2626.986083984375,0
247.193,0,0,2626.986083984375,0
247.494,0,0,2624.245361328125,0
247.796,0,0,2622.8466796875,0
248.098,0,0,2621.1728515625,0
248.4,0,0,2619.71142578125,0
248.702,0,0,2618.30126953125,0
249.01,0,0,2616.74755859375,0
249.312,0,0,2616.74755859375,0
249.613,0,0,2616.74755859375,0
249.914,0,0,2616.74755859375,0
250.215,0,0,2616.74755859375,0
250.516,0,0,2616.74755859375,0
250.817,0,0,2616.74755859375,0
251.124,0,0,2616.74755859375,0
251.434,0,0,2616.74755859375,0
251.744,0,0,2616.74755859375,0
252.054,0,0,2616.74755859375,0
252.364,0,0,2616.74755859375,0
252.665,0,0,2616.74755859375,0
252.966,0,0,2599.5,0
253.274,0,0,2597.574951171875,0
253.592,0,0,2597.574951171875,0
253.867,0,0,2594.043212890625,0
254.169,0,0,2592.332763671875,0
254.471,0,0,2592.332763671875,0
254.772,0,0,2592.332763671875,0
255.073,0,0,2592.332763671875,0
255.38,0,0,2592.332763671875,0
255.682,0,0,2592.332763671875,0
255.983,0,0,2592.332763671875,0
256.284,0,0,2592.332763671875,0
